,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2012-06-08,51.030000,51.370000,50.895000,51.310000,43.504551,1793700,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-11,51.630000,51.980000,51.360000,51.410000,43.589338,2006300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-12,51.540000,51.790000,51.030000,51.780000,43.903053,981800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-13,51.730000,52.160000,51.320000,51.490000,43.657169,1130300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-14,51.650000,52.570000,51.550000,52.340000,44.377864,1482400,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-15,52.720000,54.280000,52.500000,54.150000,45.912520,3727000,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-18,54.000000,54.810000,53.900000,54.570000,46.268629,1950300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-19,54.780000,55.540000,54.750000,55.190000,46.794312,2017000,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-20,55.160000,55.240000,54.480000,54.900000,46.548428,1692300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-21,55.080000,55.250000,53.660000,53.750000,45.573370,1724800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-22,54.010000,54.760000,53.690000,54.570000,46.268629,2621600,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-25,54.140000,54.230000,53.580000,53.710000,45.539455,1552700,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-26,53.720000,54.030000,53.380000,53.820000,45.632721,1344000,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-27,53.740000,54.520000,53.710000,54.330000,46.245312,1371300,0.212500,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-28,54.030000,54.200000,52.750000,53.790000,45.785668,2701800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-06-29,54.700000,55.100000,54.630000,55.100000,46.900731,1835000,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-02,55.000000,55.020000,53.960000,54.670000,46.534718,1744000,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-03,54.580000,54.900000,54.410000,54.680000,46.543229,1105400,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-05,54.530000,54.550000,54.040000,54.210000,46.143169,959800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-06,53.490000,53.590000,52.960000,53.540000,45.572870,1221500,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-09,53.490000,53.720000,53.300000,53.670000,45.683525,834300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-10,54.180000,54.180000,52.910000,53.060000,45.164297,1361500,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-11,52.910000,53.210000,52.650000,53.060000,45.164297,1680800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-12,52.690000,52.880000,52.290000,52.720000,44.874891,1289300,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-13,52.820000,53.210000,52.710000,53.050000,45.155785,822100,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-16,53.150000,53.260000,52.730000,52.900000,45.028106,1145700,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-17,53.170000,53.750000,52.860000,53.720000,45.726084,1912200,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
2012-07-18,53.510000,54.430000,51.890000,53.570000,45.598405,2318800,0.000000,1.000000,SYK,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",https://www.stryker.com,December,2025-03-31,151062184000,6177000000,53.49,2.307,54.77,3.28,0.0085,7.39,60.89,0.123,0.193,0.0749,0.143,23218000000,15022000000,7.39,-0.176,0.119,421.46,9,13,9,0,1,53.49,29.76,6.51,7.22,7.13,29.41,0.927,404.39,312.11,381.75,374.62,382165000,344266000,5.371,81.038,2025-07-31,2025-06-30
